age,region,activity,heart_rate,steps,calories,step_range,calories_range,sleep_hours,weight_kg,fitness_level
61,West,Cycling,108,11687,498,11k-14k,400-550,8.52,85.5,moderately_fit
23,West,Cycling,82,7923,399,5k-8k,250-400,6.86,78.4,moderately_fit
68,North,Walking,81,1000,100,<5k,<250,6.27,72.0,unfit
18,East,Gym,73,14834,752,>14k,>700,5.77,81.6,fit
25,East,Sports,108,8793,394,8k-11k,250-400,7.67,72.7,moderately_fit
59,South,Sports,105,11959,586,11k-14k,550-700,6.73,85.6,moderately_fit
25,South,Running,103,18484,833,>14k,>700,9.88,75.5,fit
31,East,Sports,92,14709,803,>14k,>700,7.95,81.6,fit
24,West,Gym,73,10878,424,8k-11k,400-550,9.2,64.0,moderately_fit
27,East,Gym,83,11264,590,11k-14k,550-700,6.6,66.0,moderately_fit
56,South,Gym,84,6160,227,5k-8k,<250,6.57,67.4,unfit
27,East,Cycling,88,6494,261,5k-8k,250-400,8.08,60.7,unfit
32,West,Cycling,76,10011,444,8k-11k,400-550,7.53,65.3,moderately_fit
57,North,Gym,94,6040,263,5k-8k,250-400,7.93,71.7,unfit
32,North,Walking,84,5364,176,5k-8k,<250,6.91,93.7,unfit
29,East,Gym,72,9390,392,8k-11k,250-400,6.79,88.6,moderately_fit
23,West,Sports,90,7693,356,5k-8k,250-400,7.33,77.4,moderately_fit
27,North,Gym,81,12536,461,11k-14k,400-550,6.37,66.3,moderately_fit
38,South,Cycling,85,10225,401,8k-11k,400-550,5.57,74.1,moderately_fit
28,North,Cycling,83,9964,529,8k-11k,400-550,7.6,88.2,moderately_fit
36,East,Cycling,77,9786,476,8k-11k,400-550,8.31,70.5,moderately_fit
21,West,Sports,45,12348,734,11k-14k,>700,6.84,57.2,fit
44,South,Running,108,9291,417,8k-11k,400-550,6.84,101.7,moderately_fit
29,South,Running,108,10780,409,8k-11k,400-550,7.37,74.1,moderately_fit
32,West,Gym,87,5797,314,5k-8k,250-400,7.11,95.3,unfit
23,North,Gym,87,6118,188,5k-8k,<250,8.08,72.4,unfit
29,West,Running,93,11331,690,11k-14k,550-700,7.93,74.3,moderately_fit
34,South,Gym,69,8564,401,8k-11k,400-550,6.11,84.7,moderately_fit
18,South,Sports,50,15752,708,>14k,>700,5.84,71.5,fit
58,South,Cycling,88,4859,187,<5k,<250,7.35,80.0,unfit
27,South,Gym,97,11688,603,11k-14k,550-700,8.29,83.4,moderately_fit
42,West,Gym,80,4378,192,<5k,<250,8.37,93.2,unfit
63,West,Walking,77,5792,207,5k-8k,<250,4.58,89.0,unfit
27,East,Running,92,9548,555,8k-11k,550-700,7.82,70.0,moderately_fit
66,North,Cycling,91,4998,310,<5k,250-400,7.25,76.4,unfit
29,North,Running,104,14848,915,>14k,>700,5.4,71.6,fit
23,South,Gym,86,10428,441,8k-11k,400-550,7.75,73.6,moderately_fit
56,West,Walking,61,7471,260,5k-8k,250-400,8.04,74.1,moderately_fit
23,South,Gym,80,7337,349,5k-8k,250-400,7.64,72.7,moderately_fit
45,West,Cycling,93,12331,490,11k-14k,400-550,8.88,87.0,moderately_fit
29,West,Gym,88,13174,694,11k-14k,550-700,7.44,67.7,fit
21,South,Gym,69,10382,401,8k-11k,400-550,6.78,77.6,moderately_fit
28,West,Gym,77,4866,256,<5k,250-400,7.41,63.5,unfit
64,West,Gym,88,2110,117,<5k,<250,6.07,74.5,unfit
19,East,Running,112,15359,739,>14k,>700,6.59,80.8,fit
49,East,Cycling,88,8089,399,8k-11k,250-400,7.45,89.3,moderately_fit
23,East,Running,92,11513,670,11k-14k,550-700,7.09,58.2,moderately_fit
29,North,Running,120,13398,773,11k-14k,>700,9.16,90.0,fit
27,East,Gym,72,8504,346,8k-11k,250-400,6.79,76.3,moderately_fit
31,North,Walking,65,6986,323,5k-8k,250-400,6.5,50.0,unfit
65,North,Gym,85,4665,205,<5k,<250,7.24,68.5,unfit
33,West,Walking,78,11159,380,11k-14k,250-400,7.35,82.1,moderately_fit
35,East,Gym,84,6148,281,5k-8k,250-400,5.41,81.0,unfit
52,North,Walking,71,5648,215,5k-8k,<250,8.0,84.2,unfit
27,South,Gym,89,4295,156,<5k,<250,7.86,45.1,unfit
29,West,Gym,83,6375,243,5k-8k,<250,7.52,72.5,unfit
67,West,Cycling,89,4826,248,<5k,<250,10.28,76.1,unfit
26,North,Gym,79,8121,486,8k-11k,400-550,6.66,71.6,moderately_fit
26,West,Gym,87,8844,432,8k-11k,400-550,6.41,64.1,moderately_fit
27,South,Gym,99,8345,387,8k-11k,250-400,5.83,50.3,moderately_fit
27,East,Running,99,12458,607,11k-14k,550-700,9.37,45.0,fit
31,East,Cycling,85,11495,456,11k-14k,400-550,6.79,78.6,moderately_fit
27,West,Gym,78,10127,326,8k-11k,250-400,9.35,64.6,moderately_fit
38,West,Cycling,94,4445,221,<5k,<250,7.81,66.2,unfit
26,North,Gym,45,12110,590,11k-14k,550-700,7.34,76.0,moderately_fit
71,East,Running,109,10483,514,8k-11k,400-550,7.62,81.4,moderately_fit
29,South,Running,97,8022,447,8k-11k,400-550,6.22,72.2,moderately_fit
24,South,Cycling,100,13766,590,11k-14k,550-700,7.77,85.8,moderately_fit
32,South,Cycling,65,13429,667,11k-14k,550-700,7.6,90.5,fit
28,South,Walking,71,3489,105,<5k,<250,7.92,89.7,unfit
33,South,Running,103,12563,747,11k-14k,>700,7.97,62.8,fit
37,North,Gym,98,9392,398,8k-11k,250-400,7.08,86.4,moderately_fit
20,South,Sports,94,15501,741,>14k,>700,6.58,58.9,fit
49,East,Gym,60,9161,455,8k-11k,400-550,7.54,84.5,moderately_fit
54,South,Gym,82,6192,255,5k-8k,250-400,6.94,69.7,unfit
32,West,Gym,84,6360,249,5k-8k,<250,7.4,73.9,unfit
37,North,Gym,79,5036,283,5k-8k,250-400,6.66,77.7,unfit
18,South,Running,99,12215,524,11k-14k,400-550,7.28,71.9,moderately_fit
23,South,Running,96,16113,657,>14k,550-700,6.06,79.1,fit
34,North,Gym,87,11235,416,11k-14k,400-550,6.2,74.4,moderately_fit
59,North,Walking,73,5058,211,5k-8k,<250,4.81,71.4,unfit
22,West,Cycling,93,14421,1006,>14k,>700,6.83,66.4,fit
27,South,Walking,71,8335,357,8k-11k,250-400,5.35,66.8,moderately_fit
28,South,Running,109,21584,990,>14k,>700,7.13,71.8,fit
35,South,Cycling,94,6058,297,5k-8k,250-400,7.33,75.1,unfit
28,West,Running,103,13344,586,11k-14k,550-700,7.67,64.7,moderately_fit
28,South,Gym,93,9863,432,8k-11k,400-550,5.07,64.5,moderately_fit
56,West,Cycling,50,13579,723,11k-14k,>700,6.41,81.8,fit
28,North,Gym,92,5696,242,5k-8k,<250,7.44,82.8,unfit
62,South,Walking,65,3721,129,<5k,<250,6.87,73.2,unfit
24,North,Running,110,14565,839,>14k,>700,7.7,73.2,fit
63,East,Walking,72,3153,129,<5k,<250,7.58,77.4,unfit
58,East,Walking,85,5369,198,5k-8k,<250,5.45,98.4,unfit
38,South,Cycling,45,6311,232,5k-8k,<250,6.24,87.5,unfit
25,North,Sports,69,15381,738,>14k,>700,6.66,63.9,fit
58,South,Gym,77,11531,462,11k-14k,400-550,6.59,75.5,moderately_fit
51,North,Walking,77,9670,357,8k-11k,250-400,7.54,75.6,moderately_fit
65,South,Walking,110,5799,214,5k-8k,<250,6.19,72.1,unfit
18,West,Running,98,15525,1018,>14k,>700,7.76,61.8,fit
31,East,Running,101,13663,715,11k-14k,>700,6.39,82.3,fit
27,North,Gym,86,11552,547,11k-14k,400-550,7.95,49.2,moderately_fit
24,West,Cycling,84,14673,915,>14k,>700,6.22,70.8,fit
31,West,Gym,74,10916,442,8k-11k,400-550,6.38,80.4,moderately_fit
29,South,Gym,71,9873,363,8k-11k,250-400,6.51,87.4,moderately_fit
22,South,Gym,92,11496,535,11k-14k,400-550,8.43,80.7,moderately_fit
28,West,Cycling,100,11173,560,11k-14k,550-700,8.24,57.6,moderately_fit
32,East,Gym,74,5713,223,5k-8k,<250,7.05,79.0,unfit
60,South,Walking,77,4576,206,<5k,<250,5.14,98.3,unfit
39,East,Gym,90,9132,399,8k-11k,250-400,7.36,65.4,moderately_fit
60,North,Cycling,85,6464,270,5k-8k,250-400,7.94,72.1,unfit
64,West,Gym,86,4584,213,<5k,<250,8.18,79.0,unfit
26,South,Gym,79,11012,353,11k-14k,250-400,7.93,77.5,moderately_fit
54,South,Cycling,92,10821,522,8k-11k,400-550,6.05,89.1,moderately_fit
21,North,Gym,85,10539,489,8k-11k,400-550,6.41,69.2,moderately_fit
23,North,Running,88,13006,618,11k-14k,550-700,8.1,83.1,fit
44,South,Running,112,11387,482,11k-14k,400-550,7.9,70.5,moderately_fit
32,South,Running,105,15700,1155,>14k,>700,7.43,58.7,fit
33,East,Walking,74,5396,264,5k-8k,250-400,6.68,76.3,unfit
32,North,Cycling,60,7242,299,5k-8k,250-400,6.75,72.4,moderately_fit
47,North,Running,109,13621,968,11k-14k,>700,5.2,75.7,fit
24,South,Sports,99,12181,642,11k-14k,550-700,7.4,78.2,fit
68,South,Cycling,82,11268,512,11k-14k,400-550,8.7,79.0,moderately_fit
48,North,Sports,86,7736,368,5k-8k,250-400,7.87,87.1,moderately_fit
23,North,Running,97,17724,891,>14k,>700,7.39,89.7,fit
52,West,Walking,81,5019,170,5k-8k,<250,5.89,83.3,unfit
23,North,Cycling,75,13555,806,11k-14k,>700,8.0,80.7,fit
30,West,Cycling,70,7819,372,5k-8k,250-400,6.61,49.2,moderately_fit
55,South,Cycling,91,5027,264,5k-8k,250-400,9.7,83.4,unfit
25,East,Gym,85,10410,517,8k-11k,400-550,7.39,72.4,moderately_fit
53,North,Gym,87,6978,333,5k-8k,250-400,6.82,73.0,unfit
21,East,Cycling,85,12158,495,11k-14k,400-550,8.33,53.6,moderately_fit
31,North,Sports,113,9434,418,8k-11k,400-550,7.69,78.1,moderately_fit
20,South,Walking,66,8549,265,8k-11k,250-400,5.15,61.9,moderately_fit
26,North,Running,89,18021,840,>14k,>700,7.12,58.2,fit
25,East,Running,89,17589,906,>14k,>700,7.6,87.6,fit
52,West,Walking,69,4837,123,<5k,<250,6.9,72.3,unfit
33,South,Sports,89,8559,444,8k-11k,400-550,6.43,61.1,moderately_fit
33,North,Running,97,13490,869,11k-14k,>700,7.98,73.4,fit
58,East,Running,101,13542,526,11k-14k,400-550,5.29,77.5,moderately_fit
50,West,Cycling,96,5219,260,5k-8k,250-400,7.45,86.3,unfit
54,South,Walking,82,7298,213,5k-8k,<250,7.17,79.6,moderately_fit
27,West,Cycling,103,16305,668,>14k,550-700,9.51,80.2,fit
56,South,Cycling,91,10559,575,8k-11k,550-700,7.64,58.9,moderately_fit
57,North,Cycling,89,4991,256,<5k,250-400,6.06,85.6,unfit
60,North,Gym,75,4368,156,<5k,<250,7.31,90.5,unfit
22,East,Walking,64,6406,283,5k-8k,250-400,5.23,65.1,unfit
62,South,Running,101,10164,623,8k-11k,550-700,8.06,86.0,moderately_fit
53,North,Walking,77,6831,286,5k-8k,250-400,7.2,62.4,unfit
30,North,Running,79,15961,914,>14k,>700,6.54,82.5,fit
24,South,Running,100,13504,850,11k-14k,>700,5.83,60.8,fit
24,North,Running,99,15168,1107,>14k,>700,10.38,80.4,fit
47,North,Cycling,96,6976,331,5k-8k,250-400,6.86,68.9,unfit
49,West,Cycling,87,7755,349,5k-8k,250-400,7.36,73.4,moderately_fit
26,North,Cycling,83,13572,588,11k-14k,550-700,7.52,63.1,moderately_fit
29,North,Running,100,15256,574,>14k,550-700,7.15,79.9,moderately_fit
28,East,Cycling,84,12642,553,11k-14k,550-700,7.49,71.1,moderately_fit
34,West,Gym,80,6335,280,5k-8k,250-400,7.68,58.3,unfit
71,East,Cycling,87,7665,383,5k-8k,250-400,8.75,81.4,moderately_fit
38,North,Gym,81,8880,473,8k-11k,400-550,6.04,75.7,moderately_fit
20,West,Running,101,15768,822,>14k,>700,6.62,58.5,fit
69,South,Gym,78,9143,400,8k-11k,250-400,7.24,82.2,moderately_fit
30,South,Running,91,13935,740,11k-14k,>700,8.83,77.8,fit
28,South,Gym,75,13309,550,11k-14k,400-550,5.22,53.3,moderately_fit
30,East,Gym,102,4286,182,<5k,<250,7.37,59.8,unfit
31,South,Gym,72,8362,427,8k-11k,400-550,8.0,75.0,moderately_fit
73,West,Gym,78,8914,373,8k-11k,250-400,8.74,84.3,moderately_fit
61,South,Walking,76,4213,134,<5k,<250,7.74,77.1,unfit
67,West,Walking,70,7054,284,5k-8k,250-400,6.05,90.7,moderately_fit
31,South,Gym,86,9378,403,8k-11k,400-550,8.09,64.8,moderately_fit
26,North,Gym,76,14212,675,>14k,550-700,5.35,76.7,fit
23,South,Cycling,91,11222,633,11k-14k,550-700,8.57,64.2,moderately_fit
21,North,Running,95,14282,893,>14k,>700,8.44,94.2,fit
62,North,Sports,85,13689,627,11k-14k,550-700,6.86,84.5,fit
56,East,Gym,82,6563,215,5k-8k,<250,7.36,62.5,unfit
65,East,Cycling,99,10880,459,8k-11k,400-550,6.96,98.5,moderately_fit
55,North,Gym,81,8302,383,8k-11k,250-400,6.67,58.9,moderately_fit
19,South,Running,119,18161,924,>14k,>700,8.13,80.5,fit
31,North,Running,90,12652,605,11k-14k,550-700,8.06,63.1,fit
23,West,Gym,62,9400,481,8k-11k,400-550,6.99,83.9,moderately_fit
26,North,Running,117,13097,698,11k-14k,550-700,7.69,68.6,fit
28,East,Cycling,86,6265,310,5k-8k,250-400,9.49,57.9,unfit
30,South,Cycling,92,10377,485,8k-11k,400-550,7.93,78.3,moderately_fit
49,South,Running,119,21506,1193,>14k,>700,6.65,63.5,fit
45,North,Sports,105,8829,306,8k-11k,250-400,7.41,65.9,moderately_fit
21,South,Sports,82,13104,837,11k-14k,>700,4.37,59.9,fit
64,East,Gym,73,9911,461,8k-11k,400-550,7.64,74.6,moderately_fit
54,East,Cycling,88,10423,467,8k-11k,400-550,6.77,70.8,moderately_fit
39,East,Walking,80,6724,282,5k-8k,250-400,4.84,73.9,unfit
28,East,Gym,70,7097,287,5k-8k,250-400,7.84,63.0,moderately_fit
19,North,Walking,80,10831,440,8k-11k,400-550,6.99,51.4,moderately_fit
28,North,Cycling,88,13971,466,11k-14k,400-550,7.61,77.3,moderately_fit
66,West,Walking,72,8277,356,8k-11k,250-400,7.88,83.5,moderately_fit
27,East,Walking,71,10157,431,8k-11k,400-550,6.81,71.2,moderately_fit
23,East,Gym,80,6097,244,5k-8k,<250,7.63,71.4,unfit
24,South,Gym,88,8720,406,8k-11k,400-550,6.66,80.4,moderately_fit
49,South,Running,105,12832,657,11k-14k,550-700,8.43,80.4,fit
30,North,Walking,70,5457,223,5k-8k,<250,6.04,79.8,unfit
27,East,Running,94,12209,621,11k-14k,550-700,7.51,72.3,fit
30,West,Gym,73,10801,394,8k-11k,250-400,7.12,83.4,moderately_fit
39,South,Gym,83,10098,342,8k-11k,250-400,7.44,82.3,moderately_fit
21,North,Cycling,93,16162,769,>14k,>700,7.15,52.9,fit
28,North,Sports,97,10330,458,8k-11k,400-550,8.36,60.5,moderately_fit
34,North,Running,115,10609,597,8k-11k,550-700,7.29,63.1,moderately_fit
22,South,Gym,72,14978,590,>14k,550-700,6.5,74.0,moderately_fit
49,West,Sports,120,9699,486,8k-11k,400-550,6.95,88.6,moderately_fit
30,East,Running,84,8099,438,8k-11k,400-550,7.43,74.0,moderately_fit
34,West,Cycling,89,11719,552,11k-14k,550-700,7.48,79.6,moderately_fit
24,South,Running,81,11174,530,11k-14k,400-550,6.38,45.0,moderately_fit
30,South,Gym,68,8234,464,8k-11k,400-550,6.92,77.5,moderately_fit
58,West,Running,102,6747,353,5k-8k,250-400,8.37,70.8,moderately_fit
51,South,Running,120,15034,776,>14k,>700,6.89,93.9,fit
50,West,Gym,79,8887,443,8k-11k,400-550,8.25,97.1,moderately_fit
26,East,Gym,81,6242,261,5k-8k,250-400,6.84,72.2,unfit
45,North,Cycling,76,10335,555,8k-11k,550-700,7.37,75.0,moderately_fit
41,South,Gym,82,10144,392,8k-11k,250-400,7.72,77.7,moderately_fit
22,South,Running,91,13965,642,11k-14k,550-700,9.94,69.8,fit
22,North,Gym,90,13871,490,11k-14k,400-550,6.75,78.0,moderately_fit
52,South,Gym,85,10337,473,8k-11k,400-550,6.63,74.0,moderately_fit
28,West,Gym,45,8128,390,8k-11k,250-400,8.56,64.9,moderately_fit
21,East,Running,100,14019,864,>14k,>700,7.21,71.6,fit
42,North,Gym,73,5308,196,5k-8k,<250,7.26,73.6,unfit
49,South,Running,103,6810,309,5k-8k,250-400,7.74,79.6,unfit
18,South,Gym,81,7824,352,5k-8k,250-400,6.41,72.7,moderately_fit
54,South,Sports,104,8123,456,8k-11k,400-550,6.89,90.2,moderately_fit
31,South,Sports,93,15189,916,>14k,>700,5.08,66.8,fit
60,East,Cycling,130,5203,231,5k-8k,<250,7.54,74.3,unfit
27,South,Sports,96,12463,547,11k-14k,400-550,5.17,74.4,moderately_fit
27,North,Gym,76,9936,422,8k-11k,400-550,8.26,56.3,moderately_fit
48,South,Sports,99,8632,494,8k-11k,400-550,7.95,58.4,moderately_fit
21,South,Gym,72,12348,491,11k-14k,400-550,6.78,71.2,moderately_fit
28,North,Running,93,13062,818,11k-14k,>700,8.52,67.7,fit
57,North,Walking,73,4734,187,<5k,<250,7.71,67.9,unfit
28,South,Sports,89,16239,1016,>14k,>700,6.9,72.2,fit
32,West,Cycling,74,8775,519,8k-11k,400-550,6.21,60.4,moderately_fit
30,East,Running,104,16135,781,>14k,>700,7.69,56.1,fit
22,East,Sports,87,11233,671,11k-14k,550-700,8.72,49.6,moderately_fit
18,South,Running,99,11354,519,11k-14k,400-550,7.76,65.8,moderately_fit
30,North,Cycling,103,10213,500,8k-11k,400-550,7.16,69.9,moderately_fit
62,North,Walking,68,10364,304,8k-11k,250-400,6.4,82.6,moderately_fit
64,East,Cycling,95,4710,258,<5k,250-400,7.09,79.9,unfit
19,South,Sports,81,11162,420,11k-14k,400-550,5.18,77.7,moderately_fit
24,South,Sports,87,15552,776,>14k,>700,8.55,74.5,fit
62,North,Walking,75,3773,145,<5k,<250,9.29,76.2,unfit
22,West,Gym,73,8228,428,8k-11k,400-550,5.87,86.3,moderately_fit
27,West,Gym,95,9736,329,8k-11k,250-400,6.62,71.0,moderately_fit
25,North,Gym,88,8971,381,8k-11k,250-400,6.38,84.4,moderately_fit
20,East,Gym,88,11138,348,11k-14k,250-400,5.62,69.5,moderately_fit
32,North,Cycling,84,10223,538,8k-11k,400-550,7.37,65.0,moderately_fit
25,South,Cycling,84,11454,795,11k-14k,>700,7.65,73.5,moderately_fit
56,North,Sports,99,9379,482,8k-11k,400-550,7.74,98.4,moderately_fit
29,North,Gym,84,7222,364,5k-8k,250-400,6.79,75.5,moderately_fit
28,North,Gym,82,4707,161,<5k,<250,9.81,92.7,unfit
26,West,Gym,58,14271,637,>14k,550-700,7.06,95.2,fit
59,East,Walking,78,4156,137,<5k,<250,6.6,72.9,unfit
58,North,Gym,79,5411,240,5k-8k,<250,5.95,58.9,unfit
30,South,Gym,63,9695,445,8k-11k,400-550,6.78,68.9,moderately_fit
53,North,Sports,90,7380,351,5k-8k,250-400,6.82,64.8,moderately_fit
63,North,Gym,82,9289,448,8k-11k,400-550,6.05,74.6,moderately_fit
43,West,Running,88,13263,801,11k-14k,>700,8.18,82.1,fit
58,North,Cycling,96,8121,342,8k-11k,250-400,6.52,84.0,moderately_fit
50,South,Cycling,89,8190,421,8k-11k,400-550,6.86,73.7,moderately_fit
26,South,Running,97,10598,630,8k-11k,550-700,8.22,88.7,moderately_fit
28,North,Cycling,100,11983,578,11k-14k,550-700,7.04,79.2,moderately_fit
32,South,Cycling,86,11220,539,11k-14k,400-550,8.09,79.9,moderately_fit
50,West,Cycling,81,7824,400,5k-8k,250-400,6.48,62.0,moderately_fit
25,East,Gym,83,10843,626,8k-11k,550-700,5.38,79.6,moderately_fit
29,North,Gym,80,13217,649,11k-14k,550-700,7.24,60.8,fit
27,East,Cycling,81,11316,485,11k-14k,400-550,8.46,76.2,moderately_fit
28,West,Gym,76,8715,375,8k-11k,250-400,8.2,83.4,moderately_fit
48,North,Cycling,88,7198,318,5k-8k,250-400,7.6,71.5,moderately_fit
28,North,Cycling,87,10802,454,8k-11k,400-550,7.47,61.9,moderately_fit
65,North,Walking,75,4654,192,<5k,<250,6.8,70.3,unfit
29,North,Running,112,10760,597,8k-11k,550-700,4.95,73.9,moderately_fit
18,East,Cycling,88,13128,507,11k-14k,400-550,7.46,88.1,moderately_fit
54,North,Cycling,79,9803,421,8k-11k,400-550,6.77,66.7,moderately_fit
32,North,Cycling,78,11070,482,11k-14k,400-550,8.75,74.6,moderately_fit
57,North,Cycling,100,7974,340,5k-8k,250-400,7.13,69.2,moderately_fit
31,South,Sports,106,14176,787,>14k,>700,7.48,58.4,fit
74,South,Cycling,96,3144,150,<5k,<250,6.05,89.5,unfit
63,East,Walking,70,2193,100,<5k,<250,7.53,73.7,unfit
29,North,Gym,80,9830,429,8k-11k,400-550,7.18,85.8,moderately_fit
50,South,Gym,101,11027,439,11k-14k,400-550,7.17,63.3,moderately_fit
50,North,Walking,61,6534,214,5k-8k,<250,9.35,93.6,unfit
18,West,Gym,76,10317,536,8k-11k,400-550,7.42,77.8,moderately_fit
32,South,Sports,86,9168,552,8k-11k,550-700,9.44,67.3,moderately_fit
36,North,Cycling,82,5198,215,5k-8k,<250,4.95,82.5,unfit
30,North,Sports,88,9523,334,8k-11k,250-400,7.75,79.5,moderately_fit
53,North,Gym,85,9277,474,8k-11k,400-550,7.62,95.6,moderately_fit
27,North,Running,105,9382,487,8k-11k,400-550,6.2,58.2,moderately_fit
27,East,Walking,83,5816,209,5k-8k,<250,6.83,65.9,unfit
44,East,Sports,90,6831,352,5k-8k,250-400,6.38,66.3,moderately_fit
67,North,Walking,80,3576,140,<5k,<250,6.31,75.9,unfit
61,South,Gym,80,9983,510,8k-11k,400-550,6.57,63.6,moderately_fit
29,East,Gym,82,7751,323,5k-8k,250-400,6.46,57.6,moderately_fit
55,South,Walking,81,7855,215,5k-8k,<250,5.81,78.3,moderately_fit
32,North,Gym,74,7614,337,5k-8k,250-400,5.08,62.1,moderately_fit
61,North,Gym,84,10736,490,8k-11k,400-550,6.92,77.6,moderately_fit
30,West,Sports,85,12832,733,11k-14k,>700,7.69,71.1,fit
24,East,Running,105,13017,606,11k-14k,550-700,7.84,61.7,fit
33,North,Cycling,78,10395,666,8k-11k,550-700,4.75,83.8,moderately_fit
33,North,Sports,80,8096,370,8k-11k,250-400,5.96,61.2,moderately_fit
28,East,Cycling,81,9922,376,8k-11k,250-400,8.12,77.9,moderately_fit
26,South,Cycling,93,14911,701,>14k,>700,5.89,62.1,fit
28,East,Running,96,15077,792,>14k,>700,8.36,72.7,fit
26,North,Cycling,76,6140,340,5k-8k,250-400,8.44,72.2,unfit
26,West,Running,110,13686,615,11k-14k,550-700,8.61,65.8,fit
32,East,Gym,110,9486,431,8k-11k,400-550,4.84,80.0,moderately_fit
52,North,Walking,71,7687,235,5k-8k,<250,7.45,86.6,moderately_fit
19,South,Gym,78,8996,438,8k-11k,400-550,7.27,69.3,moderately_fit
38,North,Gym,85,8366,432,8k-11k,400-550,6.39,89.5,moderately_fit
50,South,Cycling,89,12021,536,11k-14k,400-550,7.55,71.3,moderately_fit
23,East,Cycling,90,10991,605,8k-11k,550-700,7.09,73.4,moderately_fit
57,North,Sports,45,7798,448,5k-8k,400-550,4.96,73.1,moderately_fit
29,East,Running,89,16407,704,>14k,>700,5.61,82.0,fit
24,North,Cycling,76,13656,893,11k-14k,>700,6.18,73.3,fit
54,East,Walking,75,1758,100,<5k,<250,7.44,87.4,unfit
19,South,Running,94,15676,669,>14k,550-700,8.07,68.4,fit
63,East,Cycling,97,5881,281,5k-8k,250-400,7.29,70.2,unfit
26,North,Cycling,83,12359,631,11k-14k,550-700,6.01,65.5,fit
53,South,Gym,89,10048,393,8k-11k,250-400,5.86,84.3,moderately_fit
53,South,Gym,85,9214,372,8k-11k,250-400,6.57,67.2,moderately_fit
27,South,Gym,71,11194,494,11k-14k,400-550,8.71,86.7,moderately_fit
30,South,Cycling,81,9389,428,8k-11k,400-550,6.26,76.1,moderately_fit
32,South,Cycling,85,9736,514,8k-11k,400-550,6.09,60.9,moderately_fit
55,West,Gym,100,9015,391,8k-11k,250-400,7.46,81.8,moderately_fit
25,North,Gym,50,9710,352,8k-11k,250-400,8.03,64.4,moderately_fit
63,East,Walking,84,2513,100,<5k,<250,6.1,63.9,unfit
54,South,Gym,78,9828,414,8k-11k,400-550,8.35,82.2,moderately_fit
22,South,Running,110,10209,450,8k-11k,400-550,7.2,72.4,moderately_fit
25,East,Gym,74,10345,458,8k-11k,400-550,6.65,81.8,moderately_fit
54,West,Cycling,109,9638,518,8k-11k,400-550,5.96,81.1,moderately_fit
51,South,Walking,68,8603,300,8k-11k,250-400,7.19,69.9,moderately_fit
55,West,Walking,62,5555,134,5k-8k,<250,5.2,88.0,unfit
57,North,Cycling,91,3807,198,<5k,<250,5.38,70.6,unfit
64,East,Gym,76,7291,289,5k-8k,250-400,6.94,72.0,moderately_fit
67,North,Cycling,76,8911,346,8k-11k,250-400,6.21,78.1,moderately_fit
33,South,Gym,79,11684,488,11k-14k,400-550,6.27,58.5,moderately_fit
29,South,Walking,74,6357,287,5k-8k,250-400,7.5,82.2,unfit
63,South,Walking,74,7006,263,5k-8k,250-400,6.98,77.3,moderately_fit
28,South,Gym,81,11575,532,11k-14k,400-550,8.04,71.5,moderately_fit
34,North,Cycling,82,8889,518,8k-11k,400-550,7.35,94.4,moderately_fit
21,South,Gym,76,10592,449,8k-11k,400-550,4.34,76.1,moderately_fit
30,South,Sports,105,8280,582,8k-11k,550-700,6.95,61.4,moderately_fit
52,North,Cycling,98,10690,569,8k-11k,550-700,8.05,90.1,moderately_fit
60,North,Gym,84,7755,406,5k-8k,400-550,8.19,80.2,moderately_fit
25,East,Sports,82,9296,526,8k-11k,400-550,7.92,60.3,moderately_fit
39,East,Gym,89,7607,357,5k-8k,250-400,7.55,76.3,moderately_fit
65,North,Walking,87,7663,346,5k-8k,250-400,7.3,79.3,moderately_fit
34,North,Cycling,93,11219,630,11k-14k,550-700,9.13,60.5,moderately_fit
26,North,Gym,79,7759,411,5k-8k,400-550,7.01,74.6,moderately_fit
18,West,Sports,91,11080,564,11k-14k,550-700,7.16,74.9,moderately_fit
30,East,Sports,86,14467,772,>14k,>700,7.86,50.5,fit
31,North,Sports,93,10645,514,8k-11k,400-550,6.23,71.9,moderately_fit
49,East,Sports,94,10864,653,8k-11k,550-700,8.25,88.7,moderately_fit
31,North,Cycling,92,9927,493,8k-11k,400-550,6.48,68.1,moderately_fit
58,North,Running,99,4363,194,<5k,<250,7.45,81.9,unfit
21,West,Gym,96,8166,413,8k-11k,400-550,4.54,74.4,moderately_fit
51,West,Cycling,77,12204,691,11k-14k,550-700,6.69,53.0,fit
34,East,Gym,84,14293,804,>14k,>700,6.35,68.2,fit
38,South,Cycling,94,8466,410,8k-11k,400-550,6.73,83.4,moderately_fit
48,North,Sports,86,11233,613,11k-14k,550-700,7.72,80.8,moderately_fit
27,West,Gym,84,15221,730,>14k,>700,6.81,82.0,fit
62,East,Walking,80,8055,271,8k-11k,250-400,5.07,77.9,moderately_fit
63,North,Gym,87,3969,156,<5k,<250,7.07,90.9,unfit
31,South,Cycling,98,10298,480,8k-11k,400-550,6.69,83.4,moderately_fit
54,West,Cycling,95,9764,475,8k-11k,400-550,7.95,95.7,moderately_fit
18,West,Running,90,18818,862,>14k,>700,7.37,85.7,fit
32,East,Cycling,88,7871,432,5k-8k,400-550,8.0,73.3,moderately_fit
